,rank_test_accuracy,param_criterion,param_n_estimators,param_max_features,param_max_depth,param_min_samples_split,mean_test_accuracy,mean_test_precision,mean_test_recall
1561,440,gini,100,4,9,3,90.47,90.74,98.86
1543,447,gini,100,3,9,5,90.42999999999999,90.62,98.98
3219,447,entropy,140,5,8,3,90.42999999999999,90.79,98.74000000000001
1582,447,gini,160,4,9,5,90.42999999999999,90.79,98.74000000000001
3220,447,entropy,160,5,8,3,90.42999999999999,90.73,98.82
1680,447,gini,140,2,10,4,90.42999999999999,90.68,98.9
1684,447,gini,40,2,10,5,90.42999999999999,90.62,98.98
1606,447,gini,100,5,9,4,90.42999999999999,90.75999999999999,98.78
3284,447,entropy,180,2,9,2,90.42999999999999,90.3,99.41
1552,447,gini,100,4,9,2,90.42999999999999,90.73,98.82
1532,456,gini,60,3,9,4,90.4,90.64999999999999,98.9
1514,456,gini,60,3,9,2,90.4,90.64999999999999,98.9
1556,456,gini,180,4,9,2,90.4,90.7,98.82
1591,456,gini,160,5,9,2,90.4,90.7,98.82
3233,456,entropy,60,5,8,5,90.4,90.79,98.7
1562,456,gini,120,4,9,3,90.4,90.67,98.86
1568,462,gini,60,4,9,4,90.4,90.75999999999999,98.74000000000001
1586,462,gini,60,5,9,2,90.4,90.73,98.78
1600,462,gini,160,5,9,3,90.4,90.73,98.78
3213,462,entropy,20,5,8,3,90.4,90.82000000000001,98.66
3291,462,entropy,140,2,9,3,90.4,90.38000000000001,99.25
3283,462,entropy,160,2,9,2,90.4,90.35,99.29
1541,462,gini,60,3,9,5,90.4,90.64,98.9
3303,462,entropy,20,2,9,5,90.4,90.44,99.18
3218,462,entropy,120,5,8,3,90.4,90.7,98.82
1525,462,gini,100,3,9,3,90.4,90.61,98.94
1519,472,gini,160,3,9,2,90.36999999999999,90.61,98.9
1517,472,gini,120,3,9,2,90.36999999999999,90.64,98.86
3212,472,entropy,180,5,8,2,90.36999999999999,90.61,98.9
1548,472,gini,20,4,9,2,90.36999999999999,90.88000000000001,98.55000000000001
3228,472,entropy,140,5,8,4,90.36999999999999,90.67,98.82
3231,472,entropy,20,5,8,5,90.36999999999999,90.85,98.59
3175,472,entropy,160,4,8,2,90.36999999999999,90.64,98.86
3232,472,entropy,40,5,8,5,90.36999999999999,90.61,98.9
3234,472,entropy,80,5,8,5,90.36999999999999,90.58,98.94
3277,472,entropy,40,2,9,2,90.36999999999999,90.44,99.14
3311,472,entropy,180,2,9,5,90.36999999999999,90.32,99.29
3304,472,entropy,40,2,9,5,90.36999999999999,90.29,99.33
3229,472,entropy,160,5,8,4,90.36999999999999,90.64,98.86
3176,472,entropy,180,4,8,2,90.36999999999999,90.49000000000001,99.06
1537,472,gini,160,3,9,4,90.36999999999999,90.67,98.82
1529,472,gini,180,3,9,3,90.36999999999999,90.61,98.9
3185,472,entropy,180,4,8,3,90.36999999999999,90.58,98.94
1539,472,gini,20,3,9,5,90.36999999999999,90.64,98.86
3208,472,entropy,100,5,8,2,90.36999999999999,90.61,98.9
1534,472,gini,100,3,9,4,90.36999999999999,90.67,98.82
1569,472,gini,80,4,9,4,90.36999999999999,90.73,98.74000000000001
1574,493,gini,180,4,9,4,90.36999999999999,90.67,98.82
1533,493,gini,80,3,9,4,90.36999999999999,90.67,98.82
1616,495,gini,120,5,9,5,90.33,90.78,98.61999999999999
3300,495,entropy,140,2,9,4,90.33,90.25999999999999,99.33
1535,495,gini,120,3,9,4,90.33,90.61,98.86
1617,495,gini,140,5,9,5,90.33,90.75,98.66
3239,495,entropy,180,5,8,5,90.33,90.58,98.9
3238,495,entropy,160,5,8,5,90.33,90.58,98.9
3235,495,entropy,100,5,8,5,90.33,90.72,98.7
1594,495,gini,40,5,9,3,90.33,90.85,98.55000000000001
3184,495,entropy,160,4,8,3,90.33,90.55,98.94
1518,495,gini,140,3,9,2,90.33,90.55,98.94
3209,495,entropy,120,5,8,2,90.33,90.72,98.7
3222,495,entropy,20,5,8,4,90.33,90.75999999999999,98.66
3217,495,entropy,100,5,8,3,90.33,90.52,98.98
3135,495,entropy,80,3,8,2,90.33,90.36999999999999,99.18
1565,495,gini,180,4,9,3,90.33,90.61,98.86
1523,495,gini,60,3,9,3,90.33,90.75,98.66
1566,511,gini,20,4,9,4,90.3,90.66,98.74000000000001
3200,511,entropy,120,4,8,5,90.3,90.42999999999999,99.06
3211,513,entropy,160,5,8,2,90.3,90.55,98.9
3289,513,entropy,100,2,9,3,90.3,90.23,99.33
3188,513,entropy,60,4,8,4,90.3,90.53999999999999,98.9
3173,513,entropy,120,4,8,2,90.3,90.52,98.94
3174,513,entropy,140,4,8,2,90.3,90.53999999999999,98.9
3225,513,entropy,80,5,8,4,90.3,90.55,98.9
3226,513,entropy,100,5,8,4,90.3,90.60000000000001,98.82
3190,513,entropy,100,4,8,4,90.3,90.58,98.86
3210,513,entropy,140,5,8,2,90.3,90.57,98.86
3294,513,entropy,20,2,9,4,90.3,90.42999999999999,99.06
1424,513,gini,60,5,8,4,90.3,90.49000000000001,98.98
1521,513,gini,20,3,9,3,90.3,90.55,98.9
1513,513,gini,40,3,9,2,90.3,90.57,98.86
3191,526,entropy,120,4,8,4,90.27,90.42999999999999,99.02
3288,526,entropy,80,2,9,3,90.27,90.25,99.25
3199,526,entropy,100,4,8,5,90.27,90.51,98.9
3221,526,entropy,180,5,8,3,90.27,90.53999999999999,98.86
1520,526,gini,180,3,9,2,90.27,90.53999999999999,98.86
3307,526,entropy,100,2,9,5,90.27,90.19,99.33
3310,526,entropy,160,2,9,5,90.27,90.31,99.17
1516,526,gini,100,3,9,2,90.27,90.53999999999999,98.86
3237,526,entropy,140,5,8,5,90.27,90.57,98.82
3169,526,entropy,40,4,8,2,90.27,90.51,98.9
1545,536,gini,140,3,9,5,90.27,90.51,98.9
1578,536,gini,80,4,9,5,90.27,90.60000000000001,98.78
3142,536,entropy,40,3,8,3,90.27,90.48,98.94
3203,536,entropy,180,4,8,5,90.27,90.48,98.94
3301,536,entropy,160,2,9,4,90.27,90.31,99.18
1527,536,gini,140,3,9,3,90.27,90.48,98.94
1526,542,gini,120,3,9,3,90.23,90.45,98.94
3207,542,entropy,80,5,8,2,90.23,90.53999999999999,98.82
3204,542,entropy,20,5,8,2,90.23,90.51,98.86
1530,542,gini,20,3,9,4,90.23,90.53999999999999,98.82
3197,542,entropy,60,4,8,5,90.23,90.45,98.94
1528,542,gini,160,3,9,3,90.23,90.51,98.86
3182,542,entropy,120,4,8,3,90.23,90.45,98.94
3178,542,entropy,40,4,8,3,90.23,90.57,98.78
1577,542,gini,60,4,9,5,90.23,90.57,98.78
1430,542,gini,180,5,8,4,90.23,90.53999999999999,98.82
3227,542,entropy,120,5,8,4,90.23,90.48,98.9
1588,542,gini,100,5,9,2,90.23,90.74,98.55000000000001
3215,542,entropy,60,5,8,3,90.23,90.57,98.78
1438,555,gini,160,5,8,5,90.2,90.48,98.86
1524,555,gini,80,3,9,3,90.2,90.5,98.82
1420,557,gini,160,5,8,3,90.2,90.51,98.82
1413,557,gini,20,5,8,3,90.2,90.53999999999999,98.78
3280,557,entropy,100,2,9,2,90.2,90.19,99.25
3281,557,entropy,120,2,9,2,90.2,90.10000000000001,99.37
3201,557,entropy,140,4,8,5,90.2,90.39,98.98
1368,557,gini,20,4,8,2,90.2,90.45,98.9
3160,557,entropy,40,3,8,5,90.2,90.24,99.17
1375,557,gini,160,4,8,2,90.2,90.48,98.86
3295,557,entropy,40,2,9,4,90.2,90.13,99.33
3171,557,entropy,80,4,8,2,90.2,90.39,98.98
3198,557,entropy,80,4,8,5,90.2,90.45,98.9
3179,557,entropy,60,4,8,3,90.2,90.42,98.94
3186,557,entropy,20,4,8,4,90.2,90.53999999999999,98.78
1546,557,gini,160,3,9,5,90.2,90.48,98.86
3183,557,entropy,140,4,8,3,90.2,90.48,98.86
1549,557,gini,40,4,9,2,90.2,90.59,98.7
1345,557,gini,100,3,8,3,90.2,90.39,98.98
1370,574,gini,60,4,8,2,90.16999999999999,90.42,98.9
1409,574,gini,120,5,8,2,90.16999999999999,90.41,98.9
3138,574,entropy,140,3,8,2,90.16999999999999,90.3,99.06
1398,574,gini,80,4,8,5,90.16999999999999,90.47,98.82
3278,574,entropy,60,2,9,2,90.16999999999999,90.18,99.21
1480,574,gini,100,2,9,2,90.16999999999999,90.19,99.21
1576,574,gini,40,4,9,5,90.16999999999999,90.68,98.55000000000001
3154,574,entropy,100,3,8,4,90.16999999999999,90.21000000000001,99.17
1540,582,gini,40,3,9,5,90.16999999999999,90.39,98.94
3170,582,entropy,60,4,8,2,90.16999999999999,90.44,98.86
3230,582,entropy,180,5,8,4,90.16999999999999,90.47,98.82
1522,582,gini,40,3,9,3,90.16999999999999,90.51,98.78
1536,582,gini,140,3,9,4,90.16999999999999,90.36,98.98
3132,582,entropy,20,3,8,2,90.16999999999999,90.33,99.02
3279,582,entropy,80,2,9,2,90.16999999999999,90.13,99.29
1436,582,gini,120,5,8,5,90.16999999999999,90.5,98.78
1544,582,gini,120,3,9,5,90.16999999999999,90.5,98.78
1613,582,gini,60,5,9,5,90.16999999999999,90.62,98.61999999999999
3286,582,entropy,40,2,9,3,90.16999999999999,90.24,99.14
1542,593,gini,80,3,9,5,90.13,90.47,98.78
3148,593,entropy,160,3,8,3,90.13,90.35,98.94
3306,595,entropy,80,2,9,5,90.13,90.12,99.25
1410,595,gini,140,5,8,2,90.13,90.38000000000001,98.9
3159,595,entropy,20,3,8,5,90.13,90.27,99.06
1391,595,gini,120,4,8,4,90.13,90.38000000000001,98.9
1389,595,gini,80,4,8,4,90.13,90.41,98.86
1392,595,gini,140,4,8,4,90.13,90.41,98.86
1403,595,gini,180,4,8,5,90.13,90.44,98.82
1394,595,gini,180,4,8,4,90.13,90.44,98.82
1393,595,gini,160,4,8,4,90.13,90.41,98.86
1372,595,gini,100,4,8,2,90.13,90.38000000000001,98.9
1407,595,gini,80,5,8,2,90.13,90.5,98.74000000000001
3202,595,entropy,160,4,8,5,90.13,90.35,98.94
1414,595,gini,40,5,8,3,90.13,90.44,98.82
1364,595,gini,120,3,8,5,90.13,90.33,98.98
3194,595,entropy,180,4,8,4,90.13,90.38000000000001,98.9
3193,595,entropy,160,4,8,4,90.13,90.32,98.98
3189,595,entropy,80,4,8,4,90.13,90.38000000000001,98.9
1499,595,gini,120,2,9,4,90.13,90.14999999999999,99.21
1584,595,gini,20,5,9,2,90.13,90.64,98.55000000000001
1481,595,gini,120,2,9,2,90.13,90.18,99.17
3298,595,entropy,100,2,9,4,90.13,90.14999999999999,99.21
1429,595,gini,160,5,8,4,90.13,90.38000000000001,98.9
1421,595,gini,180,5,8,3,90.13,90.47,98.78
3223,618,entropy,40,5,8,4,90.13,90.53,98.7
1419,618,gini,140,5,8,3,90.13,90.41,98.86
1382,618,gini,120,4,8,3,90.13,90.35,98.94
1402,621,gini,160,4,8,5,90.10000000000001,90.41,98.82
1428,621,gini,140,5,8,4,90.10000000000001,90.35,98.9
1427,621,gini,120,5,8,4,90.10000000000001,90.41,98.82
1374,621,gini,140,4,8,2,90.10000000000001,90.41,98.82
1371,625,gini,80,4,8,2,90.10000000000001,90.41,98.82
3296,625,entropy,60,2,9,4,90.10000000000001,90.03,99.33
1439,625,gini,180,5,8,5,90.10000000000001,90.47,98.74000000000001
3309,625,entropy,140,2,9,5,90.10000000000001,90.23,99.06
1383,625,gini,140,4,8,3,90.10000000000001,90.35,98.9
1408,625,gini,100,5,8,2,90.10000000000001,90.44,98.78
1411,625,gini,160,5,8,2,90.10000000000001,90.41,98.82
1416,625,gini,80,5,8,3,90.10000000000001,90.41,98.82
1418,625,gini,120,5,8,3,90.10000000000001,90.41,98.82
1434,625,gini,80,5,8,5,90.10000000000001,90.44,98.78
1489,625,gini,100,2,9,3,90.10000000000001,90.23,99.06
1490,625,gini,120,2,9,3,90.10000000000001,90.14999999999999,99.17
1675,625,gini,40,2,10,4,90.10000000000001,90.25999999999999,99.02
1575,625,gini,20,4,9,5,90.10000000000001,90.55,98.61999999999999
1611,625,gini,20,5,9,5,90.10000000000001,90.55,98.61999999999999
1379,625,gini,60,4,8,3,90.10000000000001,90.44,98.78
3308,625,entropy,120,2,9,5,90.10000000000001,90.18,99.14
1602,625,gini,20,5,9,4,90.10000000000001,90.64,98.50999999999999
3168,625,entropy,20,4,8,2,90.10000000000001,90.44,98.78
3166,625,entropy,160,3,8,5,90.10000000000001,90.25999999999999,99.02
1373,645,gini,120,4,8,2,90.07,90.42999999999999,98.74000000000001
3181,645,entropy,100,4,8,3,90.07,90.29,98.94
3180,645,entropy,80,4,8,3,90.07,90.35,98.86
1432,645,gini,40,5,8,5,90.07,90.46,98.7
3165,645,entropy,140,3,8,5,90.07,90.14,99.14
1405,645,gini,40,5,8,2,90.07,90.35,98.86
1496,645,gini,60,2,9,4,90.07,90.06,99.25
3192,645,entropy,140,4,8,4,90.07,90.25999999999999,98.98
3297,645,entropy,80,2,9,4,90.07,90.06,99.25
1376,645,gini,180,4,8,2,90.07,90.41,98.78
1390,645,gini,100,4,8,4,90.07,90.32,98.9
1385,645,gini,180,4,8,3,90.07,90.32,98.9
3147,657,entropy,140,3,8,3,90.07,90.2,99.06
3177,657,entropy,20,4,8,3,90.07,90.35,98.86
1380,657,gini,80,4,8,3,90.07,90.38000000000001,98.82
1435,657,gini,100,5,8,5,90.07,90.4,98.78
1638,657,gini,20,1,10,4,90.07,89.86,99.53
1384,657,gini,160,4,8,3,90.07,90.38000000000001,98.82
1369,657,gini,40,4,8,2,90.07,90.46,98.7
3293,657,entropy,180,2,9,3,90.07,90.06,99.25
1417,657,gini,100,5,8,3,90.07,90.4,98.78
1484,657,gini,180,2,9,2,90.07,90.14,99.14
3161,657,entropy,60,3,8,5,90.07,90.2,99.06
3153,657,entropy,80,3,8,4,90.07,90.2,99.06
1547,669,gini,180,3,9,5,90.03,90.32,98.86
1423,669,gini,40,5,8,4,90.03,90.36999999999999,98.78
3187,669,entropy,40,4,8,4,90.03,90.32,98.86
1476,669,gini,20,2,9,2,90.03,90.34,98.82
1477,669,gini,40,2,9,2,90.03,90.03,99.25
3172,669,entropy,100,4,8,2,90.03,90.25999999999999,98.94
3139,669,entropy,160,3,8,2,90.03,90.25999999999999,98.94
1426,669,gini,100,5,8,4,90.03,90.36999999999999,98.78
1412,669,gini,180,5,8,2,90.03,90.36999999999999,98.78
3292,669,entropy,160,2,9,3,90.03,90.0,99.29
3206,669,entropy,60,5,8,2,90.03,90.32,98.86
1493,669,gini,180,2,9,3,90.03,90.08,99.18
1482,669,gini,140,2,9,2,90.03,90.14,99.1
3214,669,entropy,40,5,8,3,90.03,90.52,98.59
3141,683,entropy,20,3,8,3,90.03,90.32,98.86
1362,684,gini,80,3,8,5,90.0,90.19,98.98
3299,684,entropy,120,2,9,4,90.0,90.08,99.14
1381,684,gini,100,4,8,3,90.0,90.31,98.82
3133,684,entropy,40,3,8,2,90.0,90.22,98.94
3137,684,entropy,120,3,8,2,90.0,90.16999999999999,99.02
1498,684,gini,100,2,9,4,90.0,90.14,99.06
3150,684,entropy,20,3,8,4,90.0,90.19,98.98
1401,684,gini,140,4,8,5,90.0,90.34,98.78
3158,684,entropy,180,3,8,4,90.0,90.16999999999999,99.02
1538,684,gini,180,3,9,4,90.0,90.28,98.86
1406,684,gini,60,5,8,2,90.0,90.4,98.7
1378,684,gini,40,4,8,3,90.0,90.4,98.7
1491,684,gini,140,2,9,3,90.0,90.11,99.1
1344,684,gini,80,3,8,3,90.0,90.19,98.98
1509,684,gini,140,2,9,5,90.0,90.08,99.14
1437,684,gini,140,5,8,5,90.0,90.42999999999999,98.66
1388,700,gini,60,4,8,4,90.0,90.28,98.86
3136,701,entropy,100,3,8,2,89.97,90.16,98.98
3140,701,entropy,180,3,8,2,89.97,90.11,99.06
3196,701,entropy,40,4,8,5,89.97,90.28,98.82
1351,704,gini,40,3,8,4,89.97,90.16,98.98
3285,704,entropy,20,2,9,3,89.97,90.05,99.14
1335,704,gini,80,3,8,2,89.97,90.13,99.02
3144,704,entropy,80,3,8,3,89.97,90.14,99.02
1355,704,gini,120,3,8,4,89.97,90.25,98.86
1497,704,gini,80,2,9,4,89.97,89.96,99.25
1487,704,gini,60,2,9,3,89.97,90.10000000000001,99.06
3276,704,entropy,20,2,9,2,89.97,89.99000000000001,99.21
1363,704,gini,100,3,8,5,89.97,90.22,98.9
3157,704,entropy,160,3,8,4,89.97,90.16,98.98
3156,704,entropy,140,3,8,4,89.97,90.02,99.18
3236,704,entropy,120,5,8,5,89.97,90.28,98.82
1400,704,gini,120,4,8,5,89.97,90.34,98.74000000000001
1399,717,gini,100,4,8,5,89.92999999999999,90.25,98.82
1225,717,gini,40,5,7,2,89.92999999999999,90.24,98.82
3155,717,entropy,120,3,8,4,89.92999999999999,90.13,98.98
1479,717,gini,80,2,9,2,89.92999999999999,90.07,99.06
3224,717,entropy,60,5,8,4,89.92999999999999,90.27,98.78
1433,717,gini,60,5,8,5,89.92999999999999,90.33,98.7
3123,717,entropy,20,2,8,5,89.92999999999999,89.99000000000001,99.17
1377,717,gini,20,4,8,3,89.92999999999999,90.22,98.86
1349,717,gini,180,3,8,3,89.92999999999999,90.19,98.9
1501,717,gini,160,2,9,4,89.92999999999999,90.05,99.1
3302,727,entropy,180,2,9,4,89.92999999999999,89.92999999999999,99.25
3429,727,entropy,20,1,10,3,89.92999999999999,89.79,99.45
1334,727,gini,60,3,8,2,89.92999999999999,90.25,98.82
1425,727,gini,80,5,8,4,89.92999999999999,90.19,98.9
1357,727,gini,160,3,8,4,89.92999999999999,90.07,99.06
1353,732,gini,80,3,8,4,89.9,90.10000000000001,98.98
1387,732,gini,40,4,8,4,89.9,90.10000000000001,98.98
1478,732,gini,60,2,9,2,89.9,90.18,98.86
1396,732,gini,40,4,8,5,89.9,90.13,98.94
1506,732,gini,80,2,9,5,89.9,89.92999999999999,99.21
1340,732,gini,180,3,8,2,89.9,90.18,98.86
3167,732,entropy,180,3,8,5,89.9,90.07,99.02
1500,732,gini,140,2,9,4,89.9,89.98,99.14
1503,732,gini,20,2,9,5,89.9,89.98,99.14
3055,732,entropy,100,5,7,5,89.9,90.13,98.94
1511,732,gini,180,2,9,5,89.9,90.03999999999999,99.06
3305,743,entropy,60,2,9,5,89.9,89.99000000000001,99.14
1241,743,gini,180,5,7,3,89.9,90.21000000000001,98.82
1337,745,gini,120,3,8,2,89.87,90.14999999999999,98.86
1346,745,gini,120,3,8,3,89.87,90.14999999999999,98.86
1492,747,gini,160,2,9,3,89.87,90.01,99.06
3016,747,entropy,40,4,7,5,89.87,90.14999999999999,98.86
1483,747,gini,160,2,9,2,89.87,89.98,99.1
1504,747,gini,40,2,9,5,89.87,90.03999999999999,99.02
1488,747,gini,80,2,9,3,89.87,89.98,99.1
1486,747,gini,40,2,9,3,89.87,90.12,98.9
1366,747,gini,160,3,8,5,89.87,90.10000000000001,98.94
3164,747,entropy,120,3,8,5,89.87,90.01,99.06
3448,747,entropy,40,1,10,5,89.87,89.61,99.61
1359,747,gini,20,3,8,5,89.87,90.01,99.06
1338,747,gini,140,3,8,2,89.87,90.18,98.82
1347,747,gini,140,3,8,3,89.87,90.14999999999999,98.86
1356,747,gini,140,3,8,4,89.87,90.14999999999999,98.86
1226,760,gini,60,5,7,2,89.83,90.18,98.78
1625,760,gini,120,1,10,2,89.83,89.58,99.61
1502,760,gini,180,2,9,4,89.83,89.97,99.06
3449,760,entropy,60,1,10,5,89.83,89.61,99.57000000000001
3151,760,entropy,40,3,8,4,89.83,90.01,99.02
1494,760,gini,20,2,9,4,89.83,89.95,99.1
3037,766,entropy,100,5,7,3,89.83,90.06,98.94
3163,766,entropy,100,3,8,5,89.83,90.06,98.94
3149,766,entropy,180,3,8,3,89.83,89.98,99.06
1510,766,gini,160,2,9,5,89.83,89.92,99.14
3432,766,entropy,80,1,10,3,89.83,89.55,99.65
1505,766,gini,60,2,9,5,89.83,89.95,99.1
3428,766,entropy,180,1,10,2,89.83,89.58,99.61
3134,766,entropy,60,3,8,2,89.83,90.12,98.86
1358,766,gini,180,3,8,4,89.83,90.12,98.86
1361,766,gini,60,3,8,5,89.83,90.06,98.94
3099,766,entropy,80,2,8,2,89.83,89.78,99.33
1348,766,gini,160,3,8,3,89.83,90.06,98.94
1620,766,gini,20,1,10,2,89.83,89.55,99.65
3102,779,entropy,140,2,8,2,89.8,89.72,99.37
1431,779,gini,20,5,8,5,89.8,90.35,98.50999999999999
1367,779,gini,180,3,8,5,89.8,90.09,98.86
1639,779,gini,40,1,10,4,89.8,89.52,99.65
1647,779,gini,20,1,10,5,89.8,89.66,99.45
1258,779,gini,160,5,7,5,89.8,90.14999999999999,98.78
1189,779,gini,40,4,7,2,89.8,90.06,98.9
1339,779,gini,160,3,8,2,89.8,89.97,99.02
1244,779,gini,60,5,7,4,89.8,90.14,98.78
1343,779,gini,60,3,8,3,89.8,90.12,98.82
1422,779,gini,20,5,8,4,89.8,90.24,98.66
3152,779,entropy,60,3,8,4,89.8,90.09,98.86
1395,779,gini,20,4,8,5,89.8,90.2,98.7
1415,779,gini,60,5,8,3,89.8,90.23,98.66
3044,779,entropy,60,5,7,4,89.8,90.03,98.94
1386,794,gini,20,4,8,4,89.8,90.23,98.66
3146,794,entropy,120,3,8,3,89.8,89.97,99.02
1360,796,gini,40,3,8,5,89.77000000000001,90.09,98.82
1485,796,gini,20,2,9,3,89.77000000000001,90.14,98.74000000000001
1230,796,gini,140,5,7,2,89.77000000000001,90.14,98.74000000000001
1231,796,gini,160,5,7,2,89.77000000000001,90.08,98.82
1235,796,gini,60,5,7,3,89.77000000000001,90.03,98.9
1365,796,gini,140,3,8,5,89.77000000000001,90.0,98.94
1352,796,gini,60,3,8,4,89.77000000000001,90.03,98.9
3145,796,entropy,100,3,8,3,89.77000000000001,89.94,99.02
2989,796,entropy,40,4,7,2,89.77000000000001,89.94,99.02
3117,796,entropy,80,2,8,4,89.77000000000001,89.77000000000001,99.25
1227,796,gini,80,5,7,2,89.77000000000001,90.08,98.82
1354,796,gini,100,3,8,4,89.77000000000001,90.08,98.82
1253,796,gini,60,5,7,5,89.77000000000001,90.14999999999999,98.74000000000001
3033,796,entropy,20,5,7,3,89.77000000000001,90.2,98.66
3162,796,entropy,80,3,8,5,89.77000000000001,90.0,98.94
1404,796,gini,20,5,8,2,89.77000000000001,90.25999999999999,98.59
1512,796,gini,20,3,9,2,89.77000000000001,90.03,98.9
3021,796,entropy,140,4,7,5,89.77000000000001,89.97,98.98
1249,814,gini,160,5,7,4,89.73,90.05,98.82
3029,814,entropy,120,5,7,2,89.73,89.99000000000001,98.9
3441,814,entropy,80,1,10,4,89.73,89.46,99.65
3436,814,entropy,160,1,10,3,89.73,89.51,99.57000000000001
1232,818,gini,180,5,7,2,89.73,90.05,98.82
1246,818,gini,100,5,7,4,89.73,89.99000000000001,98.9
1331,818,gini,180,2,8,5,89.73,89.77000000000001,99.21
3057,818,entropy,140,5,7,5,89.73,90.02,98.86
1256,818,gini,120,5,7,5,89.73,90.08,98.78
1336,818,gini,100,3,8,2,89.73,89.88000000000001,99.06
1242,818,gini,20,5,7,4,89.73,90.08,98.78
3048,818,entropy,140,5,7,4,89.73,90.02,98.86
1397,818,gini,60,4,8,5,89.73,90.08,98.78
1350,818,gini,20,3,8,4,89.73,90.23,98.59
3039,818,entropy,140,5,7,3,89.73,90.02,98.86
3035,818,entropy,60,5,7,3,89.73,90.05,98.82
3421,818,entropy,40,1,10,2,89.73,89.51,99.57000000000001
2990,818,entropy,60,4,7,2,89.73,89.91,99.02
3009,818,entropy,80,4,7,4,89.73,89.97,98.94
2995,818,entropy,160,4,7,2,89.73,89.94,98.98
1209,834,gini,80,4,7,4,89.7,89.99000000000001,98.86
3007,834,entropy,40,4,7,4,89.7,89.88000000000001,99.02
3444,834,entropy,140,1,10,4,89.7,89.46,99.61
3036,834,entropy,80,5,7,3,89.7,89.96,98.9
3041,834,entropy,180,5,7,3,89.7,89.96,98.9
1243,834,gini,40,5,7,4,89.7,89.91,98.98
1635,834,gini,140,1,10,3,89.7,89.45,99.61
3038,834,entropy,120,5,7,3,89.7,90.02,98.82
3096,834,entropy,20,2,8,2,89.7,89.68,99.29
1234,834,gini,40,5,7,3,89.7,90.05,98.78
1622,834,gini,60,1,10,2,89.7,89.45,99.61
1219,834,gini,100,4,7,5,89.7,89.92999999999999,98.94
3425,834,entropy,120,1,10,2,89.7,89.48,99.57000000000001
1229,834,gini,120,5,7,2,89.7,90.05,98.78
3019,848,entropy,100,4,7,5,89.7,89.94,98.94
3027,848,entropy,80,5,7,2,89.7,89.94,98.94
1217,848,gini,60,4,7,5,89.7,89.91,98.98
3058,848,entropy,160,5,7,5,89.7,89.92999999999999,98.94
3023,848,entropy,180,4,7,5,89.7,89.91,98.98
3056,848,entropy,120,5,7,5,89.7,89.99000000000001,98.86
1200,848,gini,80,4,7,3,89.7,90.05,98.78
1507,848,gini,100,2,9,5,89.7,89.88000000000001,99.02
1301,848,gini,120,2,8,2,89.7,89.73,99.21
3014,848,entropy,180,4,7,4,89.7,89.91,98.98
1322,858,gini,180,2,8,4,89.67,89.73,99.18
1250,858,gini,180,5,7,4,89.67,89.96,98.86
1233,858,gini,20,5,7,3,89.67,90.08,98.7
1222,858,gini,160,4,7,5,89.67,89.99000000000001,98.82
1624,858,gini,100,1,10,2,89.67,89.39,99.65
3101,858,entropy,120,2,8,2,89.67,89.56,99.41
3143,858,entropy,60,3,8,3,89.67,89.92999999999999,98.9
1259,858,gini,180,5,7,5,89.67,90.05,98.74000000000001
3053,858,entropy,60,5,7,5,89.67,89.96,98.86
1245,858,gini,80,5,7,4,89.67,90.02,98.78
1237,858,gini,100,5,7,3,89.67,90.02,98.78
3000,858,entropy,80,4,7,3,89.67,89.9,98.94
1239,858,gini,140,5,7,3,89.67,90.02,98.78
1240,858,gini,160,5,7,3,89.67,90.08,98.7
3043,858,entropy,40,5,7,4,89.67,89.99000000000001,98.82
1310,858,gini,120,2,8,3,89.67,89.67,99.25
3004,858,entropy,160,4,7,3,89.67,89.9,98.94
1319,858,gini,120,2,8,4,89.67,89.62,99.33
1495,858,gini,40,2,9,4,89.67,89.82,99.06
3030,877,entropy,140,5,7,2,89.67,89.96,98.86
3434,877,entropy,120,1,10,3,89.67,89.48,99.53
3040,877,entropy,160,5,7,3,89.67,90.02,98.78
1248,880,gini,140,5,7,4,89.63,89.96,98.82
3034,880,entropy,40,5,7,3,89.63,90.01,98.74000000000001
1180,880,gini,40,3,7,5,89.63,89.79,99.06
1247,883,gini,120,5,7,4,89.63,90.01,98.74000000000001
2956,883,entropy,100,3,7,2,89.63,89.82,99.02
1193,883,gini,120,4,7,2,89.63,89.9,98.9
3045,883,entropy,80,5,7,4,89.63,89.92999999999999,98.86
3113,883,entropy,180,2,8,3,89.63,89.7,99.17
1632,883,gini,80,1,10,3,89.63,89.39,99.61
1508,883,gini,120,2,9,5,89.63,89.73,99.14
3018,883,entropy,80,4,7,5,89.63,89.92999999999999,98.86
3054,883,entropy,80,5,7,5,89.63,89.9,98.9
1311,883,gini,140,2,8,3,89.63,89.59,99.33
3046,883,entropy,100,5,7,4,89.63,89.98,98.78
1257,883,gini,140,5,7,5,89.63,89.96,98.82
1196,883,gini,180,4,7,2,89.63,89.99000000000001,98.78
1204,883,gini,160,4,7,3,89.63,89.96,98.82
1621,883,gini,40,1,10,2,89.63,89.42,99.57000000000001
1207,883,gini,40,4,7,4,89.63,89.92999999999999,98.86
1326,883,gini,80,2,8,5,89.63,89.7,99.17
1646,883,gini,180,1,10,4,89.63,89.45,99.53
3008,883,entropy,60,4,7,4,89.63,89.9,98.9
3002,883,entropy,120,4,7,3,89.63,89.9,98.9
