,rank_test_accuracy,param_criterion,param_n_estimators,param_max_features,param_max_depth,param_min_samples_split,mean_test_accuracy,mean_test_precision,mean_test_recall
2806,1334,entropy,160,3,6,5,89.03,89.18,99.1
855,1334,gini,20,4,5,5,89.03,89.35,98.86
1007,1347,gini,180,3,6,5,89.0,89.25999999999999,98.94
2946,1347,entropy,80,2,7,5,89.0,88.99000000000001,99.33
2786,1347,entropy,120,3,6,3,89.0,89.14999999999999,99.1
1037,1347,gini,60,4,6,5,89.0,89.46,98.66
1034,1347,gini,180,4,6,4,89.0,89.4,98.74000000000001
985,1347,gini,100,3,6,3,89.0,89.14999999999999,99.1
2631,1347,entropy,80,4,5,2,89.0,89.12,99.14
975,1347,gini,80,3,6,2,89.0,89.21,99.02
2931,1347,entropy,140,2,7,3,89.0,88.88000000000001,99.49
2780,1347,entropy,180,3,6,2,89.0,89.03999999999999,99.25
3242,1347,entropy,60,1,9,2,89.0,88.74,99.69
2796,1347,entropy,140,3,6,4,89.0,89.12,99.14
2844,1347,entropy,20,5,6,2,89.0,89.52,98.59
2798,1347,entropy,180,3,6,4,89.0,89.1,99.17
1038,1347,gini,80,4,6,5,89.0,89.38000000000001,98.78
1124,1347,gini,180,2,7,2,89.0,89.03999999999999,99.25
1215,1347,gini,20,4,7,5,89.0,89.60000000000001,98.47
888,1347,gini,140,5,5,4,89.0,89.46,98.66
1459,1347,gini,40,1,9,4,89.0,88.77000000000001,99.65
2938,1347,entropy,100,2,7,4,89.0,88.92999999999999,99.41
1120,1347,gini,100,2,7,2,89.0,88.92999999999999,99.41
2942,1347,entropy,180,2,7,4,89.0,88.92999999999999,99.41
2672,1347,entropy,180,5,5,2,89.0,89.35,98.82
871,1347,gini,160,5,5,2,89.0,89.46,98.66
2834,1347,entropy,180,4,6,4,89.0,89.32,98.86
2598,1347,entropy,140,3,5,2,89.0,89.1,99.17
2835,1347,entropy,20,4,6,5,89.0,89.4,98.74000000000001
2688,1347,entropy,140,5,5,4,89.0,89.35,98.82
1463,1347,gini,120,1,9,4,89.0,88.77000000000001,99.65
2647,1347,entropy,40,4,5,4,89.0,89.32,98.86
989,1377,gini,180,3,6,3,89.0,89.24,98.98
2773,1377,entropy,40,3,6,2,89.0,89.16,99.1
856,1377,gini,40,4,5,5,89.0,89.25999999999999,98.94
2790,1377,entropy,20,3,6,4,89.0,89.05,99.25
946,1377,gini,40,2,6,3,89.0,88.8,99.61
1147,1377,gini,100,2,7,5,89.0,89.01,99.29
2916,1377,entropy,20,2,7,2,89.0,88.96,99.37
1039,1377,gini,100,4,6,5,89.0,89.4,98.74000000000001
2812,1385,entropy,100,4,6,2,88.97,89.23,98.94
2678,1385,entropy,120,5,5,3,88.97,89.46,98.61999999999999
2778,1385,entropy,140,3,6,2,88.97,89.07000000000001,99.17
988,1388,gini,160,3,6,3,88.97,89.2,98.98
3251,1388,entropy,60,1,9,3,88.97,88.74,99.65
1004,1388,gini,120,3,6,5,88.97,89.18,99.02
2923,1388,entropy,160,2,7,2,88.97,88.99000000000001,99.29
869,1388,gini,120,5,5,2,88.97,89.42999999999999,98.66
1460,1388,gini,60,1,9,4,88.97,88.74,99.65
2920,1388,entropy,100,2,7,2,88.97,88.98,99.29
841,1388,gini,100,4,5,3,88.97,89.29,98.86
973,1388,gini,40,3,6,2,88.97,89.18,99.02
836,1388,gini,180,4,5,2,88.97,89.37,98.74000000000001
1005,1388,gini,140,3,6,5,88.97,89.14999999999999,99.06
868,1388,gini,100,5,5,2,88.97,89.42999999999999,98.66
797,1388,gini,120,3,5,2,88.97,89.18,99.02
1010,1388,gini,60,4,6,2,88.97,89.49000000000001,98.59
1022,1388,gini,120,4,6,3,88.97,89.42999999999999,98.66
895,1388,gini,100,5,5,5,88.97,89.4,98.7
2800,1388,entropy,40,3,6,5,88.97,89.18,99.02
2671,1388,entropy,160,5,5,2,88.97,89.37,98.74000000000001
2653,1388,entropy,160,4,5,4,88.97,89.2,98.98
1018,1388,gini,40,4,6,3,88.97,89.37,98.74000000000001
2642,1388,entropy,120,4,5,3,88.97,89.23,98.94
1139,1388,gini,120,2,7,4,88.97,88.96,99.33
2661,1388,entropy,140,4,5,5,88.97,89.25999999999999,98.9
2801,1388,entropy,60,3,6,5,88.97,89.09,99.14
2666,1388,entropy,60,5,5,2,88.97,89.4,98.7
2797,1388,entropy,160,3,6,4,88.97,89.07000000000001,99.18
2802,1388,entropy,80,3,6,5,88.97,89.14999999999999,99.06
2785,1388,entropy,100,3,6,3,88.97,89.07000000000001,99.18
998,1416,gini,180,3,6,4,88.97,89.18,99.02
1457,1417,gini,180,1,9,3,88.92999999999999,88.73,99.61
2654,1417,entropy,180,4,5,4,88.92999999999999,89.23,98.9
1472,1417,gini,120,1,9,5,88.92999999999999,88.63,99.76
1471,1417,gini,100,1,9,5,88.92999999999999,88.71,99.65
845,1417,gini,180,4,5,3,88.92999999999999,89.23,98.9
1445,1417,gini,120,1,9,2,88.92999999999999,88.75999999999999,99.57000000000001
1020,1417,gini,80,4,6,3,88.92999999999999,89.31,98.78
2777,1417,entropy,120,3,6,2,88.92999999999999,89.14999999999999,99.02
1117,1417,gini,40,2,7,2,88.92999999999999,89.01,99.21
883,1417,gini,40,5,5,4,88.92999999999999,89.34,98.74000000000001
1444,1417,gini,100,1,9,2,88.92999999999999,88.73,99.61
880,1417,gini,160,5,5,3,88.92999999999999,89.42,98.61999999999999
879,1417,gini,140,5,5,3,88.92999999999999,89.39,98.66
2782,1417,entropy,40,3,6,3,88.92999999999999,89.05999999999999,99.14
843,1417,gini,140,4,5,3,88.92999999999999,89.25999999999999,98.86
2922,1432,entropy,140,2,7,2,88.92999999999999,88.82,99.49
1150,1432,gini,160,2,7,5,88.92999999999999,89.03999999999999,99.17
2677,1432,entropy,100,5,5,3,88.92999999999999,89.31,98.78
2680,1432,entropy,160,5,5,3,88.92999999999999,89.28,98.82
3261,1432,entropy,80,1,9,4,88.92999999999999,88.64999999999999,99.72999999999999
1129,1432,gini,100,2,7,3,88.92999999999999,88.92999999999999,99.33
834,1432,gini,140,4,5,2,88.92999999999999,89.23,98.9
832,1432,gini,100,4,5,2,88.92999999999999,89.23,98.9
3267,1432,entropy,20,1,9,5,88.92999999999999,88.73,99.61
990,1432,gini,20,3,6,4,88.92999999999999,89.18,98.98
1140,1432,gini,140,2,7,4,88.92999999999999,88.94999999999999,99.29
3249,1432,entropy,20,1,9,3,88.92999999999999,88.79,99.53
943,1432,gini,160,2,6,2,88.92999999999999,88.84,99.45
1149,1432,gini,140,2,7,5,88.92999999999999,88.98,99.25
980,1432,gini,180,3,6,2,88.92999999999999,89.17,98.98
2940,1432,entropy,140,2,7,4,88.92999999999999,88.87,99.41
2939,1432,entropy,120,2,7,4,88.92999999999999,88.94999999999999,99.29
870,1432,gini,140,5,5,2,88.92999999999999,89.48,98.55000000000001
2783,1432,entropy,60,3,6,3,88.92999999999999,89.03,99.17
2936,1432,entropy,60,2,7,4,88.92999999999999,88.87,99.41
885,1432,gini,80,5,5,4,88.92999999999999,89.42,98.61999999999999
882,1432,gini,20,5,5,4,88.92999999999999,89.45,98.59
867,1432,gini,80,5,5,2,88.92999999999999,89.4,98.66
800,1455,gini,180,3,5,2,88.9,89.05999999999999,99.1
2643,1455,entropy,140,4,5,3,88.9,89.2,98.9
1122,1455,gini,140,2,7,2,88.9,89.0,99.18
816,1455,gini,140,3,5,4,88.9,89.05999999999999,99.1
2807,1455,entropy,180,3,6,5,88.9,89.08,99.06
835,1455,gini,160,4,5,2,88.9,89.31,98.74000000000001
818,1455,gini,180,3,5,4,88.9,89.03,99.14
2695,1455,entropy,100,5,5,5,88.9,89.34,98.7
2685,1455,entropy,80,5,5,4,88.9,89.28,98.78
893,1455,gini,60,5,5,5,88.9,89.51,98.47
2618,1455,entropy,180,3,5,4,88.9,88.98,99.21
897,1455,gini,140,5,5,5,88.9,89.39,98.61999999999999
864,1455,gini,20,5,5,2,88.9,89.36,98.66
1012,1455,gini,100,4,6,2,88.9,89.34,98.7
808,1455,gini,160,3,5,3,88.9,89.03,99.14
2789,1455,entropy,180,3,6,3,88.9,89.05999999999999,99.1
3270,1455,entropy,80,1,9,5,88.9,88.7,99.61
2681,1455,entropy,180,5,5,3,88.9,89.25,98.82
1440,1455,gini,20,1,9,2,88.9,88.79,99.49
1452,1455,gini,80,1,9,3,88.9,88.64999999999999,99.69
806,1455,gini,120,3,5,3,88.9,88.98,99.21
2683,1455,entropy,40,5,5,4,88.9,89.28,98.78
3254,1455,entropy,120,1,9,3,88.9,88.64999999999999,99.69
2692,1455,entropy,40,5,5,5,88.9,89.17,98.94
2648,1455,entropy,60,4,5,4,88.9,89.23,98.86
2918,1455,entropy,60,2,7,2,88.9,88.84,99.41
814,1455,gini,100,3,5,4,88.9,88.94999999999999,99.25
1456,1455,gini,160,1,9,3,88.9,88.73,99.57000000000001
1134,1455,gini,20,2,7,4,88.9,88.84,99.41
1136,1484,gini,60,2,7,4,88.9,89.11,99.02
1015,1484,gini,160,4,6,2,88.9,89.39,98.61999999999999
2776,1484,entropy,100,3,6,2,88.9,89.05999999999999,99.1
996,1484,gini,140,3,6,4,88.9,89.17,98.94
2658,1484,entropy,80,4,5,5,88.9,89.25,98.82
858,1489,gini,80,4,5,5,88.87,89.3,98.7
799,1489,gini,160,3,5,2,88.87,88.97,99.17
2941,1489,entropy,160,2,7,4,88.87,88.78,99.45
1141,1489,gini,160,2,7,4,88.87,88.84,99.37
1071,1489,gini,20,5,6,5,88.87,89.28,98.74000000000001
862,1489,gini,160,4,5,5,88.87,89.19,98.86
997,1489,gini,160,3,6,4,88.87,89.19,98.86
1146,1489,gini,80,2,7,5,88.87,88.94,99.21
3240,1489,entropy,20,1,9,2,88.87,88.64,99.65
889,1489,gini,160,5,5,4,88.87,89.39,98.59
966,1489,gini,80,2,6,5,88.87,88.73,99.53
3248,1489,entropy,180,1,9,2,88.87,88.7,99.57000000000001
874,1489,gini,40,5,5,3,88.87,89.3,98.7
876,1489,gini,80,5,5,3,88.87,89.36,98.61999999999999
2924,1489,entropy,180,2,7,2,88.87,88.75999999999999,99.49
2675,1489,entropy,60,5,5,3,88.87,89.33,98.66
2693,1489,entropy,60,5,5,5,88.87,89.28,98.74000000000001
2696,1489,entropy,120,5,5,5,88.87,89.28,98.74000000000001
878,1489,gini,120,5,5,3,88.87,89.33,98.66
811,1489,gini,40,3,5,4,88.87,89.11,98.98
1470,1489,gini,80,1,9,5,88.87,88.64999999999999,99.65
898,1489,gini,160,5,5,5,88.87,89.39,98.59
1473,1489,gini,140,1,9,5,88.87,88.64999999999999,99.65
1465,1489,gini,160,1,9,4,88.87,88.64,99.65
2686,1489,entropy,100,5,5,4,88.87,89.3,98.7
2635,1489,entropy,160,4,5,2,88.87,89.19,98.86
2687,1489,entropy,120,5,5,4,88.87,89.28,98.74000000000001
833,1489,gini,120,4,5,2,88.87,89.22,98.82
2645,1489,entropy,180,4,5,3,88.87,89.19,98.86
2919,1489,entropy,80,2,7,2,88.87,88.81,99.41
853,1489,gini,160,4,5,4,88.87,89.25,98.78
2650,1489,entropy,100,4,5,4,88.87,89.14,98.94
2632,1489,entropy,100,4,5,2,88.87,89.14,98.94
2927,1489,entropy,60,2,7,3,88.87,88.89,99.29
2943,1489,entropy,20,2,7,5,88.87,88.75999999999999,99.49
2921,1489,entropy,120,2,7,2,88.87,88.84,99.37
981,1489,gini,20,3,6,3,88.87,89.19,98.86
2787,1489,entropy,140,3,6,3,88.87,89.08,99.02
1131,1489,gini,140,2,7,3,88.87,88.84,99.37
1449,1528,gini,20,1,9,3,88.83,88.56,99.72
894,1528,gini,80,5,5,5,88.83,89.3,98.66
849,1528,gini,80,4,5,4,88.83,89.22,98.78
854,1528,gini,180,4,5,4,88.83,89.16,98.86
2808,1528,entropy,20,4,6,2,88.83,89.13,98.9
958,1533,gini,100,2,6,4,88.83,88.75,99.45
2600,1533,entropy,180,3,5,2,88.83,88.91,99.21
2926,1533,entropy,40,2,7,3,88.83,88.89,99.25
1314,1533,gini,20,2,8,4,88.83,88.97,99.14
3247,1533,entropy,160,1,9,2,88.83,88.61,99.65
2670,1533,entropy,140,5,5,2,88.83,89.27000000000001,98.7
2676,1533,entropy,80,5,5,3,88.83,89.22,98.78
659,1533,gini,60,4,4,3,88.83,89.02,99.06
1442,1533,gini,60,1,9,2,88.83,88.64,99.61
2644,1533,entropy,160,4,5,3,88.83,89.19,98.82
1648,1533,gini,40,1,10,5,88.83,88.75,99.45
987,1533,gini,140,3,6,3,88.83,89.08,98.98
815,1533,gini,120,3,5,4,88.83,89.05,99.02
817,1533,gini,160,3,5,4,88.83,88.97,99.14
2699,1533,entropy,180,5,5,5,88.83,89.24,98.74000000000001
2682,1533,entropy,20,5,5,4,88.83,89.41,98.50999999999999
796,1533,gini,100,3,5,2,88.83,89.02,99.06
1468,1533,gini,40,1,9,5,88.83,88.64,99.61
822,1533,gini,80,3,5,5,88.83,88.99000000000001,99.1
2949,1533,entropy,140,2,7,5,88.83,88.83,99.33
2951,1533,entropy,180,2,7,5,88.83,88.78,99.41
852,1533,gini,140,4,5,4,88.83,89.16,98.86
851,1533,gini,120,4,5,4,88.83,89.27000000000001,98.7
3241,1533,entropy,40,1,9,2,88.83,88.59,99.69
995,1533,gini,120,3,6,4,88.83,89.16,98.86
884,1558,gini,60,5,5,4,88.8,89.32,98.59
2784,1558,entropy,80,3,6,3,88.8,88.97,99.1
1144,1558,gini,40,2,7,5,88.8,88.88000000000001,99.21
2665,1558,entropy,40,5,5,2,88.8,89.24,98.7
2664,1558,entropy,20,5,5,2,88.8,89.27000000000001,98.66
2639,1558,entropy,60,4,5,3,88.8,89.1,98.9
2656,1558,entropy,40,4,5,5,88.8,89.19,98.78
1441,1558,gini,40,1,9,2,88.8,88.58,99.65
3262,1558,entropy,100,1,9,4,88.8,88.56,99.69
875,1558,gini,60,5,5,3,88.8,89.33,98.59
2689,1558,entropy,160,5,5,4,88.8,89.21,98.74000000000001
838,1558,gini,40,4,5,3,88.8,89.18,98.78
2679,1558,entropy,140,5,5,3,88.8,89.32,98.59
842,1558,gini,120,4,5,3,88.8,89.19,98.78
2698,1558,entropy,160,5,5,5,88.8,89.27000000000001,98.66
2592,1558,entropy,20,3,5,2,88.8,89.02,99.02
2673,1574,entropy,20,5,5,3,88.8,89.3,98.63
944,1574,gini,180,2,6,2,88.8,88.75,99.41
812,1574,gini,60,3,5,4,88.8,88.97,99.1
2630,1574,entropy,60,4,5,2,88.8,89.1,98.9
825,1574,gini,140,3,5,5,88.8,89.07000000000001,98.94
2684,1574,entropy,60,5,5,4,88.8,89.19,98.78
2634,1574,entropy,140,4,5,2,88.8,89.16,98.82
848,1574,gini,60,4,5,4,88.8,89.05,98.98
2640,1574,entropy,80,4,5,3,88.8,89.18,98.78
802,1574,gini,40,3,5,3,88.8,89.13,98.86
899,1574,gini,180,5,5,5,88.8,89.27000000000001,98.66
2660,1574,entropy,120,4,5,5,88.8,89.18,98.78
2651,1574,entropy,120,4,5,4,88.8,89.16,98.82
2652,1574,entropy,140,4,5,4,88.8,89.16,98.82
2929,1574,entropy,100,2,7,3,88.8,88.77000000000001,99.37
798,1574,gini,140,3,5,2,88.8,88.99000000000001,99.06
819,1574,gini,20,3,5,5,88.8,88.85,99.25
1145,1574,gini,60,2,7,5,88.8,88.91,99.18
3264,1574,entropy,140,1,9,4,88.8,88.61,99.61
2668,1574,entropy,100,5,5,2,88.8,89.3,98.61999999999999
1148,1574,gini,120,2,7,5,88.8,88.88000000000001,99.21
872,1574,gini,180,5,5,2,88.8,89.33,98.59
942,1574,gini,140,2,6,2,88.8,88.77000000000001,99.37
2781,1574,entropy,20,3,6,3,88.8,89.05,98.98
886,1574,gini,100,5,5,4,88.8,89.3,98.61999999999999
2933,1574,entropy,180,2,7,3,88.8,88.8,99.33
813,1600,gini,80,3,5,4,88.77000000000001,88.91,99.14
860,1600,gini,120,4,5,5,88.77000000000001,89.24,98.66
1453,1600,gini,100,1,9,3,88.77000000000001,88.58,99.61
1629,1600,gini,20,1,10,3,88.77000000000001,88.72,99.41
804,1600,gini,80,3,5,3,88.77000000000001,88.92999999999999,99.1
1130,1600,gini,120,2,7,3,88.77000000000001,88.82,99.25
2799,1600,entropy,20,3,6,5,88.77000000000001,89.07000000000001,98.9
955,1600,gini,40,2,6,4,88.77000000000001,88.71,99.41
2925,1600,entropy,20,2,7,3,88.77000000000001,88.92999999999999,99.1
857,1600,gini,60,4,5,5,88.77000000000001,89.18,98.74000000000001
2616,1600,entropy,140,3,5,4,88.77000000000001,88.85,99.21
2627,1600,entropy,180,3,5,5,88.77000000000001,88.77000000000001,99.33
972,1600,gini,20,3,6,2,88.77000000000001,89.03999999999999,98.94
3243,1600,entropy,80,1,9,2,88.77000000000001,88.5,99.72999999999999
999,1600,gini,20,3,6,5,88.77000000000001,88.96,99.06
896,1600,gini,120,5,5,5,88.77000000000001,89.29,98.59
1474,1600,gini,160,1,9,5,88.77000000000001,88.55,99.65
3246,1600,entropy,140,1,9,2,88.77000000000001,88.55,99.65
2947,1600,entropy,100,2,7,5,88.77000000000001,88.66000000000001,99.49
866,1600,gini,60,5,5,2,88.77000000000001,89.38000000000001,98.47
1265,1620,gini,120,1,8,2,88.77000000000001,88.5,99.72
831,1620,gini,80,4,5,2,88.77000000000001,89.14999999999999,98.78
2948,1620,entropy,120,2,7,5,88.77000000000001,88.74,99.37
1455,1620,gini,140,1,9,3,88.77000000000001,88.58,99.61
865,1620,gini,40,5,5,2,88.77000000000001,89.32,98.55000000000001
1143,1620,gini,20,2,7,5,88.77000000000001,88.96,99.06
2694,1626,entropy,80,5,5,5,88.73,89.21,98.66
2917,1626,entropy,40,2,7,2,88.73,88.74,99.33
2609,1626,entropy,180,3,5,3,88.73,88.87,99.14
1454,1626,gini,120,1,9,3,88.73,88.55,99.61
2805,1630,entropy,140,3,6,5,88.73,88.99000000000001,98.98
2662,1630,entropy,160,4,5,5,88.73,89.03999999999999,98.9
679,1630,gini,100,4,4,5,88.73,89.09,98.82
2659,1630,entropy,100,4,5,5,88.73,89.01,98.94
2791,1630,entropy,40,3,6,4,88.73,89.09,98.82
961,1630,gini,160,2,6,4,88.73,88.74,99.33
948,1630,gini,80,2,6,3,88.73,88.75999999999999,99.29
967,1630,gini,100,2,6,5,88.73,88.71,99.37
2597,1630,entropy,120,3,5,2,88.73,88.85,99.18
3256,1630,entropy,160,1,9,3,88.73,88.55,99.61
3255,1630,entropy,140,1,9,3,88.73,88.55,99.61
2615,1630,entropy,120,3,5,4,88.73,88.82,99.21
1017,1630,gini,20,4,6,3,88.73,89.32,98.50999999999999
3266,1630,entropy,180,1,9,4,88.73,88.52,99.65
983,1630,gini,60,3,6,3,88.73,88.99000000000001,98.98
3265,1630,entropy,160,1,9,4,88.73,88.58,99.57000000000001
2629,1630,entropy,40,4,5,2,88.73,89.09,98.82
2636,1630,entropy,180,4,5,2,88.73,89.12,98.78
2641,1630,entropy,100,4,5,3,88.73,89.01,98.94
839,1630,gini,60,4,5,3,88.73,89.07000000000001,98.86
826,1630,gini,160,3,5,5,88.73,88.98,98.98
824,1651,gini,120,3,5,5,88.7,88.94999999999999,98.98
861,1651,gini,140,4,5,5,88.7,89.17,98.66
830,1651,gini,60,4,5,2,88.7,89.05999999999999,98.82
2472,1651,entropy,140,4,4,4,88.7,88.87,99.1
941,1651,gini,120,2,6,2,88.7,88.68,99.37
3245,1651,entropy,120,1,9,2,88.7,88.53999999999999,99.57000000000001
2950,1651,entropy,160,2,7,5,88.7,88.64999999999999,99.41
1464,1651,gini,140,1,9,4,88.7,88.46000000000001,99.69
2596,1651,entropy,100,3,5,2,88.7,88.79,99.21
2772,1651,entropy,20,3,6,2,88.7,88.94999999999999,98.98
940,1651,gini,100,2,6,2,88.7,88.53999999999999,99.57000000000001
936,1651,gini,20,2,6,2,88.7,89.03,98.86
2621,1651,entropy,60,3,5,5,88.7,88.75999999999999,99.25
701,1651,gini,180,5,4,3,88.7,89.28,98.50999999999999
881,1651,gini,180,5,5,3,88.7,89.25999999999999,98.55000000000001
650,1651,gini,60,4,4,2,88.7,89.09,98.78
2628,1651,entropy,20,4,5,2,88.7,88.9,99.06
892,1651,gini,40,5,5,5,88.7,89.2,98.61999999999999
2669,1669,entropy,120,5,5,2,88.7,89.28,98.50999999999999
2649,1669,entropy,80,4,5,4,88.7,89.03999999999999,98.86
873,1669,gini,20,5,5,3,88.7,89.23,98.59
2633,1669,entropy,120,4,5,2,88.7,89.12,98.74000000000001
2617,1669,entropy,160,3,5,4,88.7,88.73,99.29
677,1669,gini,60,4,4,5,88.7,89.09,98.78
2657,1669,entropy,60,4,5,5,88.7,89.12,98.74000000000001
949,1669,gini,100,2,6,3,88.7,88.68,99.37
805,1669,gini,100,3,5,3,88.7,88.98,98.94
820,1669,gini,40,3,5,5,88.7,88.84,99.14
3263,1679,entropy,120,1,9,4,88.67,88.46000000000001,99.65
2625,1679,entropy,140,3,5,5,88.67,88.75999999999999,99.21
2932,1679,entropy,160,2,7,3,88.67,88.68,99.33
2619,1679,entropy,20,3,5,5,88.67,89.03,98.82
3250,1679,entropy,40,1,9,3,88.67,88.49000000000001,99.61
3275,1679,entropy,180,1,9,5,88.67,88.49000000000001,99.61
3274,1679,entropy,160,1,9,5,88.67,88.42999999999999,99.69
2945,1679,entropy,60,2,7,5,88.67,88.49000000000001,99.61
3271,1679,entropy,100,1,9,5,88.67,88.42999999999999,99.69
1126,1679,gini,40,2,7,3,88.67,88.7,99.29
891,1679,gini,20,5,5,5,88.67,89.2,98.59
829,1679,gini,40,4,5,2,88.67,89.17,98.61999999999999
827,1679,gini,180,3,5,5,88.67,88.92,98.98
792,1679,gini,20,3,5,2,88.67,88.7,99.29
689,1679,gini,120,5,4,2,88.67,89.31,98.42999999999999
969,1679,gini,140,2,6,5,88.67,88.64999999999999,99.37
821,1679,gini,60,3,5,5,88.67,88.89,99.02
2691,1679,entropy,20,5,5,5,88.67,89.14,98.66
938,1679,gini,60,2,6,2,88.67,88.7,99.29
2759,1679,entropy,120,2,6,4,88.67,88.49000000000001,99.61
2606,1699,entropy,120,3,5,3,88.67,88.7,99.29
801,1699,gini,20,3,5,3,88.67,89.0,98.86
691,1701,gini,160,5,4,2,88.63,89.19,98.55000000000001
3268,1701,entropy,40,1,9,5,88.63,88.4,99.69
688,1701,gini,100,5,4,2,88.63,89.14,98.61999999999999
3257,1701,entropy,180,1,9,3,88.63,88.46000000000001,99.61
3272,1701,entropy,120,1,9,5,88.63,88.42999999999999,99.65
3273,1701,entropy,140,1,9,5,88.63,88.42999999999999,99.65
2599,1701,entropy,160,3,5,2,88.63,88.67,99.29
708,1701,gini,140,5,4,4,88.63,89.11,98.66
1267,1701,gini,160,1,8,2,88.63,88.4,99.69
2760,1701,entropy,140,2,6,4,88.63,88.42999999999999,99.65
795,1701,gini,80,3,5,2,88.63,88.75,99.17
954,1701,gini,20,2,6,4,88.63,88.7,99.25
718,1701,gini,160,5,4,5,88.63,89.14,98.61999999999999
850,1701,gini,100,4,5,4,88.63,89.08,98.7
877,1701,gini,100,5,5,3,88.63,89.22,98.50999999999999
840,1701,gini,80,4,5,3,88.63,89.11,98.66
2930,1701,entropy,120,2,7,3,88.63,88.53999999999999,99.49
968,1701,gini,120,2,6,5,88.63,88.53999999999999,99.49
3260,1719,entropy,60,1,9,4,88.6,88.4,99.65
661,1719,gini,100,4,4,3,88.6,88.97,98.82
971,1719,gini,180,2,6,5,88.6,88.51,99.49
699,1722,gini,140,5,4,3,88.6,89.19,98.50999999999999
947,1722,gini,60,2,6,3,88.6,88.56,99.41
2605,1722,entropy,100,3,5,3,88.6,88.67,99.25
2608,1722,entropy,160,3,5,3,88.6,88.64,99.29
965,1722,gini,60,2,6,5,88.6,88.44999999999999,99.57000000000001
2595,1722,entropy,80,3,5,2,88.6,88.8,99.06
2751,1722,entropy,140,2,6,3,88.6,88.42,99.61
3253,1722,entropy,100,1,9,3,88.6,88.37,99.69
3252,1722,entropy,80,1,9,3,88.6,88.37,99.69
716,1722,gini,120,5,4,5,88.6,89.19,98.50999999999999
846,1722,gini,20,4,5,4,88.6,89.0,98.78
970,1722,gini,160,2,6,5,88.6,88.61,99.33
939,1734,gini,80,2,6,2,88.57000000000001,88.56,99.37
1451,1734,gini,60,1,9,3,88.57000000000001,88.37,99.65
2646,1734,entropy,20,4,5,4,88.57000000000001,88.83,98.98
2944,1734,entropy,40,2,7,5,88.57000000000001,88.5,99.45
2750,1734,entropy,120,2,6,3,88.57000000000001,88.44999999999999,99.53
952,1734,gini,160,2,6,3,88.57000000000001,88.55,99.37
1269,1734,gini,20,1,8,3,88.57000000000001,88.32,99.72
681,1734,gini,140,4,4,5,88.57000000000001,89.07000000000001,98.61999999999999
2762,1734,entropy,180,2,6,4,88.57000000000001,88.47,99.49
2594,1734,entropy,60,3,5,2,88.57000000000001,88.64,99.25
2766,1734,entropy,80,2,6,5,88.57000000000001,88.5,99.45
807,1734,gini,140,3,5,3,88.57000000000001,88.8,99.02
794,1734,gini,60,3,5,2,88.57000000000001,88.85,98.94
803,1747,gini,60,3,5,3,88.57000000000001,88.74,99.1
2674,1747,entropy,40,5,5,3,88.57000000000001,89.3,98.31
1462,1747,gini,100,1,9,4,88.57000000000001,88.37,99.65
651,1747,gini,80,4,4,2,88.57000000000001,88.91,98.86
2624,1747,entropy,120,3,5,5,88.57000000000001,88.66000000000001,99.21
2603,1747,entropy,60,3,5,3,88.57000000000001,88.75,99.1
2626,1747,entropy,160,3,5,5,88.57000000000001,88.77000000000001,99.06
959,1747,gini,120,2,6,4,88.57000000000001,88.53,99.41
719,1747,gini,180,5,4,5,88.57000000000001,89.13,98.55000000000001
697,1747,gini,100,5,4,3,88.57000000000001,89.21,98.42999999999999
692,1747,gini,180,5,4,2,88.57000000000001,89.21,98.42999999999999
685,1758,gini,40,5,4,2,88.53,89.21,98.39
2479,1759,entropy,100,4,4,5,88.53,88.88000000000001,98.86
671,1759,gini,120,4,4,4,88.53,88.96,98.74000000000001
662,1759,gini,120,4,4,3,88.53,88.96,98.74000000000001
2737,1759,entropy,40,2,6,2,88.53,88.58,99.29
2593,1759,entropy,40,3,5,2,88.53,88.88000000000001,98.86
847,1759,gini,40,4,5,4,88.53,89.02,98.66
960,1759,gini,140,2,6,4,88.53,88.44999999999999,99.49
2491,1759,entropy,160,5,4,2,88.53,89.07000000000001,98.59
663,1759,gini,140,4,4,3,88.53,88.96,98.74000000000001
2463,1759,entropy,140,4,4,3,88.53,88.88000000000001,98.86
2749,1759,entropy,100,2,6,3,88.53,88.47,99.45
715,1759,gini,100,5,4,5,88.53,89.27000000000001,98.31
656,1759,gini,180,4,4,2,88.53,89.07000000000001,98.59
953,1759,gini,180,2,6,3,88.53,88.44,99.49
712,1759,gini,40,5,4,5,88.53,88.99000000000001,98.7
655,1759,gini,160,4,4,2,88.53,89.03999999999999,98.61999999999999
686,1759,gini,60,5,4,2,88.53,89.1,98.55000000000001
757,1759,gini,40,2,5,2,88.53,88.39,99.57000000000001
823,1759,gini,100,3,5,5,88.53,88.96,98.74000000000001
652,1778,gini,100,4,4,2,88.5,89.07000000000001,98.55000000000001
2456,1778,entropy,180,4,4,2,88.5,88.68,99.1
2454,1778,entropy,140,4,4,2,88.5,88.92999999999999,98.74000000000001
2612,1778,entropy,60,3,5,4,88.5,88.57000000000001,99.25
962,1782,gini,180,2,6,4,88.5,88.39,99.53
623,1782,gini,60,3,4,3,88.5,88.52,99.33
2482,1782,entropy,160,4,4,5,88.5,88.79,98.94
3269,1782,entropy,60,1,9,5,88.5,88.31,99.65
713,1782,gini,60,5,4,5,88.5,89.23,98.31
