3.206070312267269765e+04 2.614590077074443252e+04 3.963857000122336103e+03 4.503715522325201164e+03 2.234604541922785756e+02 1.129804240120459554e+03 6.733055349392912831e+03 7.253406548737219964e+03 2.979741873989652504e+03 3.028616948717967716e+03
2.238294910702092238e+04 3.007612979975521739e+04 1.578455514084971810e+03 3.902205953252669133e+03 7.114780239117804740e+03 2.504269548276341993e+03 1.041735690010305461e+03 6.212704567004885575e+03 2.220281933613755427e+02 3.438703523345975555e+01
3.981431459398934385e+04 2.323633220330506811e+04 3.349873511449019134e+03 1.689737271885984228e+03 3.203039097351524106e+03 5.488623838010851614e+03 7.452844236329975502e+03 5.568915483896403202e+03 7.200856936560257054e+03 4.093046734332217966e+03
2.871901592041366530e+04 3.766530881754715665e+04 6.762175110544952986e+03 3.280075429074748172e+03 9.541113979308611306e+02 5.228155370731883522e+03 1.609514199474386260e+03 5.011911078736976378e+03 1.228305786497339795e+03 1.012481471514211444e+04
7.930862447500882263e+04 3.401833938660773856e+04 3.197297396529835532e+04 3.778522475880199636e+03 1.192082978956102670e+04 3.766922795187007068e+03 5.744374273207550686e+03 3.880315848010415721e+03 4.404559676117330127e+03 2.472957591905043955e+03
2.768040762467750392e+04 2.538270487919926381e+04 3.648499022567631073e+03 5.561699789892769331e+03 1.115712458027003322e+03 1.609955389688925152e+03 6.013295508164002968e+03 8.095141985993683193e+03 4.057564460684124015e+02 2.752398753711122481e+02
4.738790568779826572e+04 1.497960986220710402e+04 7.020370264122970184e+03 3.577370609771496675e+03 2.853883809250871309e+03 3.640450067453446081e+03 1.486304032588378959e+03 6.459091807985887499e+03 4.957737210908820998e+03 3.118308777972251391e+03
3.273708366301678689e+04 3.570483923127455637e+04 3.822494539643089411e+02 4.697691771493988199e+03 1.731333224685974074e+03 6.738198649424257383e+02 8.055291296004802462e+03 9.393542598649532010e+03 8.651306890530588589e+01 1.374452396543885698e+03
4.199884674317332974e+04 6.544520993041516340e+04 3.295550639685643546e+01 9.273990554838503158e+03 2.500314182149257977e+04 9.989162153334387767e+03 1.352066024066447608e+04 5.758993579688411046e+03 4.859356970822149378e+03 1.046096287738341744e+04
4.940204605058651941e+04 2.638213214684715058e+04 9.242674248413310124e+03 3.384122147023943398e+03 6.466834018192559597e+03 1.096374589536125859e+04 2.149219513288808230e+03 6.426084704999120731e+02 6.530465532564349814e+03 8.095027299742221658e+03
2.036347043216321981e+04 3.172630336608502330e+04 5.621088866585403593e+03 8.115058153064000180e+03 2.921993515124437181e+03 5.226942159291070311e+03 2.463424774506307585e+03 3.877802387461679700e+03 2.751542796297891300e+02 6.280252435625850921e+03
2.718315886494212100e+04 3.259696601862008538e+04 1.428729153056868654e+03 1.957978144377527315e+03 6.260094785503630192e+03 7.284105008190672379e+02 3.580947125105240048e+01 3.641627582479687135e+03 2.709011623584072822e+03 3.633952720191035041e+03
2.506969220892176600e+04 3.233201468634533012e+04 5.385821810910917520e+03 2.827623087508423851e+03 5.457131599266785997e+03 3.464311114485230974e+03 5.085837026062837140e+03 7.649972407633913463e+01 9.744285832369263289e+02 6.261527355034731045e+03
5.046005339163781900e+04 2.191867474774047514e+04 6.099916181068529113e+02 9.855852344143568189e+03 1.162271750732469172e+03 4.478163590840687903e+03 1.132633645568506108e+04 1.584487708218283842e+03 2.038468900240681705e+03 3.264912724060777691e+03
3.221441353886394427e+04 3.513943756200686039e+04 1.105344840115804436e+04 4.596207933045562640e+03 2.702287143226510580e+03 5.491285071923694886e+03 1.378406186709107942e+03 1.286962180394627921e+02 6.088280109426156059e+02 2.825008630755963168e+03
5.111096243981856969e+04 2.282035887966734299e+04 5.435479260804604564e+03 3.586479692668475764e+03 2.725953790738040880e+03 2.300499956653309255e+03 1.744584740039456847e+03 4.897074156155813398e+02 2.057456598586189102e+03 3.815309104054924319e+03
5.898228819167026086e+04 5.322876553306326969e+04 5.453350510466030755e+03 5.225939090895175468e+03 8.123680557734296599e+03 1.045076897605795057e+04 4.558239260649988864e+03 2.851353337758579073e+03 5.433151232492781673e+03 9.668066960960130018e+03
2.254718177032916356e+04 3.205310275997831195e+04 4.158910059853040366e+03 1.441381180646925714e+03 4.415886958478813540e+03 5.930658313102597276e+03 4.047421033885816996e+03 1.956153944898674126e+03 3.027037659077065655e+03 9.871915705413334763e+02
